"junit","junit","4.11","Common Public License Version 1.0","http://www.opensource.org/licenses/cpl1.0.txt","common public license version 1.0 - cpl1.0.html","",""
"org.hamcrest","hamcrest-core","1.3","New BSD License","http://www.opensource.org/licenses/bsd-license.php","repo","new bsd license - bsd-license.html","",""
